ID,Question,GT_Answer,SKnowGPT,Ranked_KG_output,output1_precision,output1_recall,output1_f1
1,"Doctor, I have been experiencing sudden and frequent panic attacks. I don't know what to do.","Well, based on what you're telling me, it sounds like you may be suffering from panic disorder. The best course of action is to start with psychotherapy and mental health counseling. Additionally, we should conduct an electrocardiogram to make sure that there are no physical issues causing your panic attacks. We will also need to perform a depression screen and a toxicology screen to rule out any other underlying causes. Finally, I would recommend a comprehensive psychological and psychiatric evaluation and therapy to help manage your symptoms.","['Panic attack need medication Lorazepam Mecamylamine Grepafloxacin (Raxar) Etodolac Etanercept (Enbrel) Rosiglitazone (Avandia) Pseudoephedrine (Pcm-La) Oxymetazoline Nasal Varenicline (Chantix) Sodium Salicylate Felodipine', 'Panic attack need medical test Electrocardiogram Hematologic tests (Blood test) Complete blood count (Cbc) Glucose measurement (Glucose level) Radiographic imaging procedure Plain x-ray (X ray) Kidney function tests (Kidney function test)', 'Panic attack has symptom Anxiety and nervousness Shortness of breath Sharp chest pain Dizziness Chest tightness Irregular heartbeat Breathing fast Fainting Headache Weakness Loss of sensation Difficulty breathing']",0.7318208813667297,0.8157776594161987,0.7715218663215637
2,"Doctor, I have been experiencing a hoarse voice for a few weeks now and it's not getting any better despite taking medication. What could be the problem?","It's possible that you have a vocal cord polyp. To confirm this, we need to conduct tracheoscopy and laryngoscopy with a biopsy. We may also need to conduct an occupational therapy assessment such as speech therapy, other diagnostic procedures like an interview or consultation, physical therapy exercises, as well as diagnostic procedures on your nose, mouth, and pharynx to rule out any other underlying conditions. Additionally, we may need to evaluate your eyes and ears for any related conditions, such as ophthalmologic and otologic diagnosis and treatment.",[],0.8069530725479126,0.7558116912841797,0.7805455923080444
3,"Hi, Doctor. I think I might have Turner syndrome. ","Okay, in that case, you will need to undergo a complete physical skin exam, an ultrasonography, and some other diagnostic procedures such as an interview, evaluation, and consultation. Additionally, we'll need to perform an echocardiography, examine your breast, and check your eyes and ears for any issues. We'll also do a depression screening to assess your mental health.","['Turner syndrome has symptom Depression Diminished hearing Groin mass Leg pain Hip pain Suprapubic pain Blood in stool Lack of growth Emotional symptoms Elbow weakness Back weakness Pus in sputum', 'Turner syndrome need medication Somatropin Sulfamethoxazole (Bactrim) Pimecrolimus Topical Hyoscyamine (A-Spas) Ortho Cyclen Carbamazepine Ascorbic Acid Nystatin Topical Product Phenazopyridine (Azo) Nifedipine', 'Turner syndrome need medical test Depression screen (Depression screening) Other diagnostic procedures (interview; evaluation; consultation) Ophthalmologic and otologic diagnosis and treatment Complete physical skin exam performed (ML) Ultrasonography (Ultrasound) Echocardiography Examination of breast']",0.7650724649429321,0.8567559719085693,0.8083227276802063
4,"Doctor, I've been experiencing a condition called cryptorchidism. My testicles have not descended properly into the scrotum. What medical tests do I need to take?","You will need to undergo a complete physical skin exam to see the extent of the undescended testicles. Then, we need to conduct Ultrasonography (Ultrasound) to find out the exact location of the testicles. After that, a pelvis exam and rectal examination will be done to determine if the testicles have descended into the pelvic region. If not, then other OR therapeutic procedures related to male genital or nervous system procedures may be required. We will also do an occupational therapy assessment to assess your speech therapy.","['Cryptorchidism need medical test Occupational therapy assessment (Speech therapy) Complete physical skin exam performed (ML) Ultrasonography (Ultrasound) Pelvis exam Rectal examination Other OR therapeutic procedures; male genital Other OR therapeutic nervous system procedures', 'Cryptorchidism has symptom Lack of growth Symptoms of the scrotum and testes Swelling of scrotum Pain in testicles Flatulence Pus draining from ear Jaundice Mass in scrotum White discharge from eye Irritable infant', 'Cryptorchidism need medication Haemophilus B Conjugate Vaccine (Obsolete) Hepatitis B Vaccine (Obsolete) Rotavirus Vaccines (Rotavirus Vaccine) Desoximetasone Topical']",0.8036578893661499,0.862604022026062,0.8320883512496948
5,"Doctor, I think I've been poisoned. I drank some ethylene glycol by mistake. ","I'm sorry to hear that. We need to run a few tests to determine the extent of the poisoning. We will need to give you intravenous fluid replacement to help flush out the toxin. We'll also need to do hematologic tests, a toxicology screen, and a complete blood count to assess the damage. Additionally, we will need to do an electrocardiogram, measure your glucose level and check your blood-alcohol level.",[],0.8011857867240906,0.7711586952209473,0.7858854532241821
6,"Doctor, I've been having discomfort and dryness in my vagina for a while now. I also experience pain during sex. What could be the problem and what tests do I need?","Based on your symptoms, it sounds like you may have atrophic vaginitis. To confirm this, we would need to perform a pelvic exam, a pap smear and a urinalysis. Additionally, to rule out any underlying conditions and ensure comprehensive preventive care, I would recommend a mammogram, breast examination, rectal examination and a complete physical skin exam.","['Vaginal_dryness possible_disease Atrophic_vaginitis has_symptom Pain_during_intercourse', 'Pain during intercourse possible disease Atrophic vaginitis Vaginitis Female infertility of unknown cause Priapism Bladder cancer Hyperosmotic hyperketotic state Blepharospasm Vaginismus Premature ovarian failure Erectile dysfunction Psychosexual disorder Vulvar disorder Prostate cancer Lichen simplex Fibroadenoma Cervical disorder', 'Vaginal_dryness possible_disease Fibroadenoma has_symptom Pain_during_intercourse', 'Vaginal_dryness possible_disease Vaginismus has_symptom Pain_during_intercourse', 'Vaginal dryness possible disease Atrophic vaginitis Anal fissure Metastatic cancer Vaginismus Menopause Breast cyst Fibroadenoma', 'Vaginal_dryness possible_disease Vaginismus has_symptom Vaginal_pain', 'Vaginal_pain possible_disease Vaginitis has_symptom Pain_during_intercourse', 'Vaginal_dryness possible_disease Vaginismus', 'Vaginal_pain possible_disease Cervical_disorder has_symptom Pain_during_intercourse', 'Vaginal_pain possible_disease Vulvar_disorder has_symptom Pain_during_intercourse']",0.7180465459823608,0.8140416145324707,0.7630366683006287
7,"Hello doctor, I think I fractured my hand while playing basketball. It hurts a lot and I can't move it properly.","I'm sorry to hear that. Based on your symptoms, I recommend we conduct a radiographic imaging procedure, specifically a plain x-ray, to determine the extent and location of the fracture. We may also need to apply a splint or orthopedic casting to support and immobilize the bone while it heals. In addition, we may consider traction, other wound care, and physical therapy exercises to promote healing and improve mobility.",[],0.8083025813102722,0.7751468420028687,0.791377604007721
8,"Hi Doctor, I have a problem with my mouth. It's painful and there's swelling around it. It's difficult to eat or talk properly.","It sounds like you might have cellulitis or an abscess in your mouth. As a first step, we need to perform a complete physical skin exam to determine the extent of the issue. Depending on the severity of the condition, we might need to perform an excision or incision and drainage. We might also need to do a biopsy to determine the underlying cause. Additionally, wound care management and a culture of the wound may be necessary. If the condition is more severe, we might have to consider other therapeutic procedures on your nose, mouth, and pharynx.",['Mouth pain possible disease Esophageal cancer Oral leukoplakia Open wound of the mouth Pemphigus Lymphoma Gum disease Leukemia Anemia due to malignancy Pituitary disorder Dental caries Thrombocytopenia Head and neck cancer Scarlet fever Tooth abscess Open wound of the lip Oral mucosal lesion Tooth disorder Oral thrush (yeast infection) Fracture of the jaw Broken tooth Injury to the face Jaw disorder Human immunodeficiency virus infection (HIV) Aphthous ulcer Intestinal cancer Mucositis Open wound of the jaw White blood cell disease'],0.7571277022361755,0.806645393371582,0.7811025381088257
9,"Doctor, I have been having trouble with my eye alignment lately. I often see double and feel eye strain, especially when I read or look at something for a long time. ","Based on your symptoms, it seems like you might have an eye alignment disorder. I recommend that we conduct an ophthalmologic and otologic diagnosis and treatment to properly diagnose your condition. This will involve an eye exam and an evaluation of your ears to assess any potential underlying issues. Additionally, we may need to conduct other diagnostic procedures such as interviews and consultations to get a better understanding of your medical history and any other factors that may be contributing to your symptoms. Once we have a diagnosis, we can explore other therapeutic procedures to treat the problem, such as procedures on your eyelids, conjunctiva, cornea, extraocular muscles, and orbit. Depending on your specific situation, an occupational therapy assessment such as speech therapy may also be recommended to address any related functional impairments.","['Double_vision possible_disease Eye_alignment_disorder', 'Double_vision possible_disease Eye_alignment_disorder need_medical_test Ophthalmologic_and_otologic_diagnosis_and_treatment', 'Double_vision possible_disease Eye_alignment_disorder need_medical_test Ophthalmic_examination_and_evaluation_(Eye_exam)', 'Double_vision possible_disease Eye_alignment_disorder has_symptom Cross-eyed', 'Double vision possible disease Eye alignment disorder Diabetic retinopathy Corneal disorder Astigmatism Cranial nerve palsy Concussion Chorioretinitis Myasthenia gravis Acute glaucoma Thyroid disease Macular degeneration Pinguecula Chronic glaucoma Retinal detachment Muscular dystrophy Dry eye of unknown cause Vitreous degeneration Cataract Toxic multinodular goiter Central retinal artery or vein occlusion Head injury Fracture of the facial bones Histoplasmosis', 'Double_vision possible_disease Eye_alignment_disorder has_symptom Lack_of_growth', 'Double_vision possible_disease Eye_alignment_disorder has_symptom Swollen_lymph_nodes', 'Eye_alignment_disorder need_medical_test Ophthalmologic_and_otologic_diagnosis_and_treatment', 'Eye_alignment_disorder need_medical_test Ophthalmic_examination_and_evaluation_(Eye_exam)', 'Eye strain possible disease Fetal alcohol syndrome Cryptococcosis Amyloidosis Dislocation of the ankle Hirschsprung disease Dislocation of the foot Syndrome of inappropriate secretion of ADH (SIADH) Scurvy Vitamin A deficiency Edward syndrome Meckel diverticulum Dislocation of the wrist Mumps Acute fatty liver of pregnancy (AFLP) Carcinoid syndrome Rheumatic fever Patau syndrome']",0.7314728498458862,0.8024548292160034,0.7653214931488037
10,"Doctor, I have been experiencing headaches after my recent lumbar puncture. What tests do I need to take?","Based on your symptoms, we would need to perform a number of tests. These include an intravenous fluid replacement, a complete blood count (CBC), hematologic tests, an electrolytes panel, glucose measurement, kidney function tests, and liver function tests. These tests will help us to determine the cause of your headaches and develop an appropriate treatment plan.",[],0.8090941309928894,0.7649496793746948,0.7864028811454773
